NO2,O3,PM10,PM2.5,wind_speed,temperature,solar_radiation,humidity
3.7,77.0,8.8,7.0,4.83,10.2,0.0,75
2.9,77.0,9.0,7.1,4.78,10.2,0.0,75
2.6,74.0,10.4,8.4,5.3,10.3,0.0,75
2.6,75.0,10.9,7.3,5.64,10.4,0.0,78
3.1,71.0,10.6,8.5,5.43,10.2,0.0,83
3.3,67.0,10.7,7.4,5.54,10.3,0.0,84
3.2,66.0,11.5,7.0,5.73,10.4,0.0,81
3.1,66.0,11.3,7.2,5.55,10.3,0.0,82
3.3,65.0,12.5,7.5,5.57,10.2,0.0,81
3.2,64.0,13.0,8.2,5.79,10.7,7.0,78
3.2,68.0,12.9,8.7,6.41,11.6,93.0,72
2.6,70.0,12.9,8.5,6.64,12.4,220.0,66
2.5,73.0,13.0,8.4,7.5,13.0,321.0,61
2.5,74.0,13.1,8.3,7.96,13.4,403.0,57
2.2,75.0,13.2,8.1,8.33,13.6,450.0,60
1.9,77.0,12.5,7.9,8.35,14.4,469.0,52
2.2,81.0,13.0,7.4,8.74,14.4,390.0,50
2.3,82.0,12.5,7.1,8.44,14.3,358.0,50
2.5,82.0,13.0,7.1,8.04,13.8,232.0,51
2.6,82.0,12.0,7.2,7.85,13.1,89.0,56
2.8,82.0,11.3,6.5,8.42,12.5,15.0,61
2.7,81.0,11.3,6.2,9.03,12.6,0.0,66
2.5,80.0,12.0,6.3,9.42,12.6,0.0,65
2.6,80.0,12.4,6.9,10.23,12.5,0.0,70
2.9,79.0,11.1,8.0,10.87,12.4,0.0,71
2.9,77.0,11.8,8.3,11.05,12.2,0.0,71
2.8,77.0,11.1,8.8,11.33,12.1,0.0,70
2.4,75.0,12.6,9.5,11.79,11.8,0.0,75
2.4,75.0,11.8,7.2,12.68,11.1,0.0,83
2.3,73.0,10.7,6.3,13.36,10.6,0.0,86
2.1,76.0,9.1,6.3,13.84,10.6,0.0,83
2.2,77.0,7.6,4.5,13.54,9.9,0.0,92
2.5,75.0,6.1,3.4,13.16,9.9,0.0,93
2.1,73.0,6.2,3.0,11.08,10.2,0.0,90
2.3,70.0,4.1,2.5,9.58,10.3,3.0,94
2.8,68.0,3.0,2.1,7.29,10.6,8.0,95
3.5,63.0,2.9,1.5,6.1,10.9,31.0,96
4.2,57.0,3.2,1.7,6.25,11.8,56.0,94
4.3,54.0,3.7,2.0,6.17,11.7,89.0,91
2.8,56.0,3.3,2.0,5.88,12.4,116.0,86
2.4,60.0,6.4,2.4,5.69,11.4,125.0,92
2.1,68.0,6.8,2.6,4.65,11.2,51.0,92
2.1,69.0,7.3,2.8,5.3,11.7,156.0,88
2.2,66.0,8.3,2.6,5.98,11.0,85.0,85
2.2,64.0,8.5,2.8,5.55,10.1,14.0,85
2.4,64.0,9.1,2.9,5.45,9.4,0.0,87
2.8,64.0,9.4,2.6,5.44,9.2,0.0,87
2.5,63.0,7.4,2.6,5.2,8.9,0.0,88
2.2,62.0,5.9,2.4,4.97,8.8,0.0,91
2.1,59.0,6.8,2.5,4.85,8.9,0.0,91
1.9,58.0,5.3,2.3,4.92,9.4,0.0,90
1.5,57.0,4.7,2.1,5.34,9.8,0.0,90
1.7,60.0,4.7,2.1,5.8,9.8,0.0,90
1.5,60.0,5.4,2.3,6.25,9.8,0.0,89
1.4,60.0,5.8,2.3,6.22,9.8,0.0,90
1.4,60.0,6.5,2.4,6.34,9.8,0.0,91
1.6,63.0,7.3,2.7,6.32,9.6,0.0,93
1.6,66.0,7.7,2.7,6.23,9.9,4.0,91
1.7,66.0,7.6,2.6,6.12,10.6,58.0,89
1.7,67.0,7.3,2.8,5.73,11.4,165.0,86
1.5,68.0,7.0,2.9,7.3,12.1,244.0,81
1.4,66.0,7.4,2.4,8.96,12.6,277.0,76
1.4,65.0,7.7,2.3,8.16,12.6,235.0,81
1.4,65.0,8.7,2.5,8.72,12.8,312.0,83
1.5,64.0,8.6,2.3,8.48,12.9,224.0,83
1.5,64.0,9.1,2.8,7.94,12.1,132.0,85
1.6,61.0,9.4,2.8,9.03,11.9,99.0,86
1.8,60.0,7.6,2.8,7.12,11.8,21.0,88
1.9,59.0,9.1,2.6,8.99,12.0,7.0,82
2.1,57.0,5.8,2.5,9.31,12.1,0.0,88
2.1,56.0,5.3,2.5,8.92,12.4,0.0,87
2.2,55.0,5.0,2.3,9.77,12.8,0.0,83
2.4,54.0,6.3,2.3,9.71,13.1,0.0,78
2.3,55.0,6.8,2.2,9.72,12.7,0.0,78
2.0,55.0,6.4,2.1,9.42,12.1,0.0,81
2.1,54.0,6.1,2.0,8.47,12.1,0.0,84
2.1,51.0,6.2,2.1,7.82,11.5,0.0,85
1.9,52.0,7.7,2.3,7.31,11.1,0.0,85
2.0,55.0,9.1,2.8,7.39,10.8,0.0,84
2.0,56.0,9.5,2.9,7.12,10.6,0.0,83
2.5,57.0,9.1,2.9,6.77,10.4,0.0,83
3.3,57.0,9.2,3.0,5.7,10.4,4.0,85
4.0,57.0,9.3,3.1,5.34,10.8,55.0,83
3.2,60.0,9.1,2.9,4.97,11.8,145.0,80
2.7,61.0,8.7,2.9,5.41,12.9,272.0,75
2.3,63.0,8.1,2.9,5.52,13.9,389.0,71
2.1,66.0,7.7,2.8,5.73,14.7,428.0,64
2.0,71.0,7.1,2.7,5.59,15.1,418.0,62
2.3,74.0,6.9,2.8,4.88,15.0,361.0,63
3.2,78.0,7.2,2.9,4.53,14.9,333.0,62
3.7,75.0,7.5,3.2,3.79,14.5,233.0,65
5.9,68.0,8.0,3.9,3.04,13.4,98.0,72
6.6,60.0,8.9,4.1,2.27,12.4,9.0,77
8.3,52.0,10.0,4.6,2.16,12.4,0.0,84
9.2,47.0,10.2,5.8,2.42,12.1,0.0,88
9.1,43.0,10.7,6.5,2.65,12.1,0.0,91
8.0,42.0,11.5,6.6,2.26,11.9,0.0,93
7.6,41.0,11.4,6.7,2.1,11.2,0.0,95
8.1,38.0,10.7,6.7,2.55,11.0,0.0,96
7.0,38.0,9.5,6.4,2.44,11.1,0.0,96
6.6,40.0,8.3,5.6,2.73,10.9,0.0,96
5.7,42.0,7.1,4.6,2.45,11.4,0.0,96
5.4,40.0,6.6,5.2,2.38,11.3,0.0,96
5.8,39.0,7.2,5.4,2.51,11.5,0.0,97
7.6,36.0,7.1,5.2,2.87,11.9,0.0,97
10.1,33.0,7.4,5.0,3.11,12.1,1.0,97
10.4,31.0,7.2,5.2,3.55,12.1,14.0,98
9.1,33.0,6.9,4.7,3.43,12.9,61.0,97
8.6,36.0,6.0,4.4,3.69,13.9,128.0,96
8.3,37.0,4.3,3.6,3.35,13.9,73.0,98
7.4,42.0,3.4,2.8,3.51,13.9,57.0,99
6.3,46.0,3.1,2.4,3.48,14.1,34.0,99
5.8,48.0,4.2,2.8,3.38,15.1,94.0,96
6.5,48.0,6.1,4.0,3.82,16.1,165.0,87
6.7,50.0,7.1,4.2,3.01,15.7,84.0,91
7.1,48.0,8.2,4.5,3.66,15.1,24.0,93
7.7,47.0,10.0,5.0,3.92,14.5,6.0,94
7.1,44.0,12.0,5.9,4.24,14.5,0.0,95
7.1,47.0,13.4,6.6,4.01,14.1,0.0,94
6.1,52.0,13.6,6.4,3.85,13.9,0.0,94
4.9,56.0,12.3,5.8,3.99,13.4,0.0,94
3.9,58.0,11.1,5.3,3.97,13.0,0.0,90
3.4,58.0,10.7,5.0,4.03,12.4,0.0,91
3.1,59.0,10.2,4.1,4.07,12.4,0.0,92
3.1,59.0,7.9,3.6,4.02,12.6,0.0,92
3.0,60.0,7.7,3.6,3.87,12.9,0.0,92
3.0,59.0,8.6,3.5,3.86,13.0,0.0,92
3.1,58.0,8.4,3.8,3.81,13.2,0.0,92
4.7,56.0,7.0,3.9,3.7,13.4,0.0,92
7.7,51.0,7.0,3.8,3.58,13.4,1.0,92
8.0,50.0,8.1,4.0,3.46,13.6,43.0,92
5.8,55.0,7.1,3.5,3.4,14.1,125.0,88
4.8,55.0,5.9,3.3,4.07,14.8,266.0,81
3.5,60.0,5.4,3.0,4.15,15.1,327.0,75
3.0,66.0,5.0,2.8,4.44,15.4,414.0,70
3.1,69.0,4.5,2.6,4.71,14.9,385.0,66
2.9,71.0,4.5,2.7,4.17,14.6,293.0,64
3.5,75.0,4.6,2.7,3.57,14.4,244.0,64
4.1,75.0,4.6,2.9,2.87,13.9,174.0,65
5.3,71.0,5.0,3.1,1.93,12.9,81.0,73
6.3,65.0,6.1,3.2,2.13,11.4,8.0,80
7.3,63.0,7.5,4.3,2.35,10.6,0.0,83
7.4,61.0,7.7,4.7,2.75,10.3,0.0,82
5.5,62.0,7.2,4.0,2.93,10.4,0.0,82
5.7,58.0,7.8,4.3,3.03,10.4,0.0,84
5.7,55.0,7.9,4.6,3.35,9.6,0.0,87
5.1,56.0,8.6,4.4,3.4,9.1,0.0,88
4.6,56.0,9.1,4.4,3.22,8.4,0.0,89
5.2,54.0,9.0,4.3,3.2,7.9,0.0,90
4.6,53.0,9.0,4.2,3.31,7.7,0.0,90
4.3,52.0,8.8,4.3,3.21,7.6,0.0,90
4.7,51.0,8.4,4.5,3.32,7.7,0.0,90
6.8,50.0,8.4,4.7,3.18,8.2,0.0,88
9.8,46.0,8.8,5.0,3.77,8.4,2.0,88
8.9,47.0,8.6,5.2,3.95,9.2,61.0,87
5.8,56.0,8.3,5.3,3.94,10.9,162.0,85
5.0,60.0,8.0,4.7,4.11,12.6,252.0,81
4.0,61.0,8.3,4.5,4.9,13.5,211.0,80
3.2,66.0,9.9,4.7,6.65,14.6,244.0,76
3.0,68.0,9.1,4.6,6.19,14.1,194.0,80
3.1,68.0,9.0,4.6,6.73,14.3,148.0,80
3.6,67.0,9.5,4.7,5.6,13.9,61.0,84
4.2,68.0,8.9,4.6,5.89,13.7,42.0,86
4.1,69.0,8.1,4.5,6.12,13.6,19.0,87
3.9,69.0,8.4,4.6,6.24,13.1,3.0,90
3.4,69.0,9.3,4.9,5.95,12.2,0.0,90
2.8,69.0,10.2,5.2,6.28,11.9,0.0,87
2.5,69.0,11.4,5.3,6.36,11.7,0.0,85
2.4,71.0,12.5,5.5,6.28,11.5,0.0,83
1.9,72.0,13.5,5.7,6.55,11.2,0.0,80
1.6,72.0,15.5,6.1,7.06,11.2,0.0,77
1.5,69.0,16.6,5.9,7.03,11.2,0.0,78
1.4,70.0,15.4,5.7,7.24,11.1,0.0,79
1.3,68.0,15.7,5.5,6.94,11.0,0.0,81
1.3,69.0,15.6,6.1,6.87,11.3,0.0,79
1.9,69.0,16.4,6.2,6.59,11.6,0.0,78
2.3,68.0,16.2,6.2,5.69,12.1,0.0,79
3.5,68.0,13.0,5.8,5.65,11.9,0.0,85
3.2,69.0,12.7,5.6,6.43,12.5,15.0,84
2.6,72.0,12.7,5.6,5.79,13.1,75.0,83
2.2,71.0,12.1,5.5,7.67,13.9,181.0,81
2.0,71.0,10.4,4.8,8.56,14.6,240.0,77
2.0,72.0,9.1,4.6,8.46,14.9,251.0,76
2.1,79.0,8.9,5.0,8.45,14.6,174.0,77
2.2,82.0,9.4,5.3,7.94,14.4,143.0,76
2.5,80.0,10.2,5.4,6.9,14.1,83.0,81
2.6,79.0,10.3,5.6,7.64,14.0,67.0,83
2.7,77.0,10.8,5.9,7.59,13.9,20.0,84
2.4,79.0,11.3,6.0,7.25,13.6,3.0,85
2.4,76.0,11.6,5.8,7.02,13.1,0.0,86
2.4,74.0,11.3,5.9,7.02,13.2,0.0,86
2.2,76.0,11.0,5.9,7.01,13.2,0.0,87
1.9,78.0,10.4,5.7,7.24,13.3,0.0,87
1.5,79.0,10.2,5.2,7.32,13.2,0.0,87
1.3,79.0,11.6,4.8,7.59,13.1,0.0,86
1.5,77.0,11.6,4.0,7.94,12.4,0.0,84
1.5,75.0,11.4,3.6,7.58,12.3,0.0,80
1.4,76.0,12.0,3.9,7.53,11.9,0.0,81
1.5,75.0,12.5,3.9,7.68,11.9,0.0,81
1.5,76.0,12.7,3.9,8.07,11.6,0.0,82
1.5,75.0,11.9,3.8,8.07,11.4,0.0,82
1.6,75.0,11.8,3.8,7.21,11.4,1.0,85
1.7,76.0,12.0,3.9,7.38,11.8,57.0,84
1.6,77.0,11.4,3.9,7.21,12.6,168.0,81
1.5,78.0,10.3,3.9,9.52,13.5,271.0,73
1.5,78.0,10.0,3.8,8.71,14.1,318.0,70
1.5,77.0,10.4,3.7,8.09,14.1,254.0,69
1.6,78.0,10.5,3.7,7.98,13.9,247.0,78
1.7,79.0,9.9,4.0,7.85,14.1,152.0,75
1.8,79.0,9.5,4.2,7.22,14.0,137.0,77
1.9,80.0,9.3,3.9,6.51,13.8,152.0,78
2.3,77.0,9.1,3.9,6.57,13.1,52.0,79
2.4,77.0,8.7,3.6,6.64,12.1,4.0,82
2.4,76.0,8.7,3.6,6.48,11.6,0.0,87
2.3,74.0,8.6,3.5,7.24,11.4,0.0,89
2.2,73.0,8.0,3.6,6.82,11.5,0.0,90
2.0,71.0,7.6,3.3,6.52,12.0,0.0,89
1.8,70.0,6.5,3.1,6.39,11.9,0.0,90
1.9,66.0,5.6,2.8,6.13,12.1,0.0,90
1.8,64.0,5.3,2.9,6.22,12.4,0.0,90
1.5,63.0,5.2,2.8,6.49,12.6,0.0,90
1.4,61.0,5.1,2.7,6.88,12.8,0.0,90
1.4,60.0,5.5,2.8,7.11,12.8,0.0,91
1.4,63.0,6.0,3.0,7.23,12.9,0.0,88
1.4,63.0,5.4,2.8,7.05,12.7,0.0,89
1.7,65.0,5.4,2.9,6.55,12.6,0.0,89
2.0,66.0,5.6,2.6,6.11,13.0,24.0,88
2.3,66.0,5.5,2.5,6.16,13.6,107.0,86
2.4,68.0,5.6,2.3,5.29,14.8,264.0,81
2.5,69.0,4.7,2.3,4.72,15.7,340.0,79
2.5,69.0,4.1,2.3,5.06,16.5,382.0,72
2.6,70.0,3.5,2.0,3.73,16.6,361.0,70
2.9,70.0,3.2,1.8,3.37,16.2,210.0,73
3.5,69.0,3.2,1.8,2.29,16.0,192.0,74
4.4,68.0,3.3,1.8,1.68,15.6,146.0,74
5.8,62.0,3.4,1.9,1.94,14.3,60.0,81
6.2,56.0,3.3,2.2,2.66,12.7,3.0,80
6.2,53.0,3.4,2.2,2.44,11.6,0.0,82
6.3,54.0,3.8,2.2,2.45,10.9,0.0,85
6.5,54.0,3.9,2.1,1.96,10.6,0.0,85
6.8,54.0,4.0,2.6,1.1,9.6,0.0,86
6.9,51.0,4.0,2.4,1.0,8.9,0.0,86
7.6,44.0,4.1,2.2,2.11,8.9,0.0,86
6.4,43.0,4.6,2.2,1.41,8.1,0.0,87
6.7,42.0,4.6,2.2,1.15,7.7,0.0,88
8.3,38.0,5.2,2.4,0.91,7.1,0.0,90
9.4,33.0,5.7,2.4,0.61,6.9,0.0,90
10.8,31.0,6.0,2.9,0.25,6.7,0.0,90
14.0,27.0,6.4,3.8,0.38,6.1,0.0,91
19.8,23.0,7.4,4.2,0.11,5.1,0.0,95
21.8,18.0,8.3,4.5,1.15,5.9,51.0,95
18.4,24.0,8.5,4.7,1.79,8.8,164.0,88
11.7,35.0,8.3,4.4,1.33,10.9,255.0,80
7.9,47.0,6.6,4.0,2.01,12.4,286.0,70
5.6,57.0,4.6,3.3,3.08,13.1,303.0,68
4.1,62.0,4.1,2.7,3.73,14.9,346.0,65
4.1,63.0,4.5,2.7,3.72,15.4,329.0,63
4.3,63.0,5.8,3.1,4.01,15.3,222.0,63
5.3,59.0,6.2,3.6,3.12,14.6,107.0,75
6.0,61.0,6.1,3.5,2.86,13.4,55.0,81
6.2,56.0,6.1,3.5,3.68,12.2,2.0,86
6.8,53.0,6.9,3.9,3.91,12.0,0.0,89
6.5,52.0,7.6,4.5,4.41,12.6,0.0,90
5.8,48.0,7.3,3.6,4.43,12.7,0.0,93
5.5,45.0,8.0,3.5,4.6,12.8,0.0,93
5.1,45.0,7.9,3.6,5.08,12.6,0.0,92
4.5,47.0,6.7,3.6,5.13,11.8,0.0,95
4.0,49.0,6.2,3.7,4.67,11.8,0.0,96
4.0,48.0,6.1,3.7,4.22,11.4,0.0,96
4.0,49.0,6.6,3.6,3.99,10.9,0.0,95
4.1,51.0,7.2,3.6,3.64,10.2,0.0,96
4.4,50.0,7.1,3.9,3.18,9.9,0.0,96
6.6,46.0,6.1,4.5,2.45,9.4,0.0,97
12.8,42.0,6.8,5.0,2.09,9.7,0.0,98
16.0,35.0,8.3,5.5,1.86,10.4,26.0,97
11.3,34.0,8.6,5.9,1.81,11.2,69.0,95
8.2,43.0,8.1,5.7,1.76,12.0,132.0,92
7.0,49.0,8.2,5.2,1.68,13.1,213.0,85
6.6,56.0,6.5,4.7,1.69,14.0,259.0,79
7.2,55.0,7.0,4.8,2.42,14.8,336.0,75
7.2,54.0,6.2,3.6,2.9,15.1,258.0,73
7.9,58.0,5.7,3.6,3.01,14.8,224.0,73
7.5,59.0,5.1,2.9,2.45,14.2,159.0,76
9.1,54.0,5.6,3.8,1.09,12.7,62.0,86
11.1,53.0,6.8,4.3,0.25,11.6,2.0,88
14.0,41.0,7.8,5.6,0.11,10.7,0.0,91
14.3,40.0,9.5,7.0,1.26,10.1,0.0,94
12.6,36.0,10.5,7.9,2.25,9.3,0.0,96
12.9,34.0,10.5,8.7,2.35,9.2,0.0,95
12.1,32.0,9.4,8.6,2.3,9.1,0.0,95
11.6,31.0,9.9,8.6,2.37,9.1,0.0,94
9.3,31.0,10.3,9.1,2.4,8.7,0.0,95
8.6,35.0,10.4,9.1,2.53,8.6,0.0,96
6.6,37.0,10.2,8.6,2.93,9.1,0.0,96
5.5,37.0,10.3,8.3,3.11,9.9,0.0,97
4.9,40.0,9.8,7.6,3.25,10.5,0.0,96
5.9,42.0,8.6,5.4,3.67,11.2,0.0,95
7.7,45.0,8.2,4.2,3.49,11.2,0.0,96
6.9,50.0,7.3,3.6,3.74,11.6,16.0,95
4.9,61.0,7.3,3.3,3.98,12.1,56.0,92
3.4,68.0,7.3,3.1,5.17,12.9,142.0,83
2.6,76.0,7.0,2.7,5.49,13.2,150.0,77
2.5,77.0,6.7,2.5,5.65,13.2,166.0,74
2.6,81.0,7.4,2.6,5.66,13.1,190.0,76
2.8,83.0,7.2,2.9,5.61,13.4,149.0,73
3.1,78.0,7.1,3.1,5.2,13.4,107.0,74
3.8,82.0,6.9,3.2,4.8,13.2,93.0,73
3.7,81.0,7.1,3.3,4.75,12.6,35.0,74
3.5,78.0,6.6,3.3,4.85,11.8,1.0,78
3.3,76.0,6.6,3.2,4.06,11.2,0.0,84
3.4,71.0,6.5,3.2,4.22,10.2,0.0,90
3.6,71.0,6.5,3.2,4.26,9.7,0.0,92
4.0,69.0,6.8,3.6,3.95,9.2,0.0,93
4.2,66.0,7.3,3.4,4.11,8.9,0.0,94
3.8,64.0,6.9,3.5,4.43,9.1,0.0,93
3.5,65.0,6.8,3.8,4.1,8.8,0.0,94
3.4,65.0,7.0,3.9,4.21,8.8,0.0,95
3.2,65.0,7.1,4.2,4.23,8.7,0.0,96
3.2,62.0,7.2,4.4,4.33,8.6,0.0,96
3.4,60.0,8.1,4.4,4.47,8.7,0.0,96
4.2,58.0,8.1,4.5,4.64,8.5,0.0,96
5.3,55.0,7.8,4.8,4.6,8.8,0.0,95
5.1,58.0,7.4,4.4,5.33,10.0,41.0,95
4.0,60.0,6.6,3.7,5.6,11.6,142.0,92
3.1,63.0,7.8,3.9,6.11,12.5,247.0,84
2.7,70.0,6.7,3.7,7.35,13.4,309.0,73
2.5,72.0,6.0,3.2,6.99,14.1,339.0,68
2.5,76.0,5.6,3.0,6.57,13.9,312.0,70
2.5,79.0,5.8,2.8,6.78,14.2,306.0,67
3.3,77.0,6.1,2.7,6.93,13.9,252.0,67
3.6,74.0,6.2,2.9,6.34,13.2,163.0,71
3.9,73.0,6.6,3.6,5.98,12.3,52.0,75
3.6,70.0,6.7,3.7,5.87,11.4,1.0,80
3.5,68.0,6.5,3.7,5.22,10.8,0.0,86
3.4,68.0,6.7,3.6,5.44,10.4,0.0,88
3.5,66.0,7.0,3.6,6.22,10.3,0.0,87
3.5,64.0,6.6,3.5,5.77,9.9,0.0,85
3.4,63.0,6.4,3.4,5.46,9.4,0.0,84
3.3,61.0,6.6,3.2,5.41,9.1,0.0,83
3.0,60.0,6.1,3.3,5.33,8.1,0.0,80
2.7,59.0,5.8,3.4,5.33,7.4,0.0,82
2.6,62.0,5.8,3.5,5.27,6.9,0.0,84
2.5,63.0,6.0,3.3,5.39,6.8,0.0,85
2.7,63.0,6.3,3.1,5.43,6.8,0.0,87
3.6,60.0,6.8,2.9,4.91,7.1,0.0,89
5.3,56.0,6.7,3.1,4.21,7.4,0.0,91
5.7,53.0,6.2,3.3,4.32,7.7,19.0,89
5.6,50.0,5.9,3.2,4.06,8.6,87.0,83
5.3,50.0,5.9,2.9,4.66,9.2,215.0,72
4.0,59.0,5.5,3.0,5.51,9.4,335.0,62
2.6,68.0,4.7,2.0,6.37,9.9,349.0,56
2.1,69.0,4.1,1.8,6.22,10.2,363.0,57
2.6,67.0,3.9,1.9,6.34,9.9,265.0,58
2.8,68.0,3.6,2.0,6.33,9.9,132.0,59
4.1,67.0,3.9,2.7,6.23,9.0,138.0,66
5.2,65.0,3.4,1.7,5.27,7.4,43.0,77
5.5,65.0,3.5,1.8,4.5,6.8,0.0,80
5.0,67.0,3.5,1.8,4.26,6.2,0.0,79
4.0,66.0,3.6,2.1,3.78,5.4,0.0,80
4.1,64.0,3.4,2.2,4.14,4.8,0.0,78
4.8,59.0,3.4,2.2,4.29,4.8,0.0,76
5.5,56.0,3.4,2.4,4.15,5.0,0.0,78
5.8,51.0,4.0,2.8,3.71,4.6,0.0,79
5.7,52.0,4.9,2.9,2.77,3.0,0.0,83
5.6,51.0,4.2,2.8,2.94,2.5,0.0,84
5.4,50.0,4.2,2.6,3.05,2.3,0.0,83
5.2,50.0,3.9,2.5,3.19,2.2,0.0,83
5.2,48.0,3.8,2.6,3.5,2.0,0.0,82
6.0,45.0,4.1,3.0,3.43,2.0,0.0,81
8.0,41.0,5.0,3.9,2.48,1.0,0.0,81
8.7,40.0,5.3,4.3,2.59,1.5,37.0,81
7.2,56.0,5.3,4.2,2.46,3.5,147.0,78
6.5,58.0,5.7,3.7,1.98,5.8,256.0,73
5.2,60.0,4.7,2.7,1.57,7.5,334.0,64
3.8,65.0,3.9,2.2,1.13,8.3,368.0,60
3.9,66.0,3.8,2.2,0.56,9.4,377.0,52
4.9,66.0,3.6,2.2,0.86,9.7,350.0,53
5.2,66.0,3.6,2.2,1.42,9.6,270.0,55
5.5,67.0,4.2,2.3,1.67,8.9,162.0,63
7.1,65.0,4.9,2.8,1.91,7.2,49.0,73
8.0,63.0,5.3,3.4,2.27,6.1,0.0,77
8.9,56.0,5.9,4.2,1.97,4.7,0.0,79
11.4,53.0,6.6,4.5,2.09,4.2,0.0,80
11.3,53.0,7.0,4.8,2.38,3.8,0.0,81
10.2,49.0,6.8,4.9,2.17,3.2,0.0,83
8.5,46.0,6.8,4.9,1.95,2.8,0.0,84
7.2,46.0,6.9,4.7,1.72,2.3,0.0,85
7.0,46.0,6.9,4.6,1.86,1.5,0.0,86
6.7,47.0,7.0,5.4,1.68,1.0,0.0,86
6.9,48.0,7.4,5.6,1.8,1.5,0.0,84
6.7,50.0,7.9,5.5,1.91,2.0,0.0,83
6.1,51.0,8.0,5.9,1.84,2.5,0.0,83
6.0,56.0,7.8,6.7,2.4,3.6,0.0,84
7.2,59.0,8.3,6.5,2.32,3.2,0.0,86
7.2,61.0,7.9,5.5,3.0,4.3,32.0,89
4.7,61.0,7.4,5.4,3.8,6.4,125.0,86
3.0,69.0,4.8,3.1,4.16,8.0,241.0,73
2.1,73.0,3.3,2.1,4.94,8.6,332.0,63
2.1,77.0,3.5,2.1,5.25,9.1,378.0,61
2.2,76.0,3.6,2.5,5.43,9.6,384.0,64
2.4,74.0,4.0,2.8,5.92,9.6,340.0,67
2.5,75.0,4.5,2.8,6.04,9.4,261.0,68
2.9,77.0,4.5,2.7,5.52,8.9,155.0,71
3.4,74.0,4.9,3.5,5.42,8.2,45.0,73
3.7,73.0,5.4,3.5,5.84,7.9,0.0,74
3.9,75.0,5.4,2.9,6.2,7.8,0.0,72
4.1,70.0,5.8,2.8,6.25,7.6,0.0,77
4.1,70.0,6.2,3.2,6.22,7.8,0.0,79
4.2,70.0,7.1,3.4,6.38,7.9,0.0,80
4.0,68.0,8.0,4.0,6.33,8.0,0.0,81
4.0,67.0,8.1,4.4,6.24,7.9,0.0,82
4.3,66.0,8.8,5.1,6.24,7.8,0.0,83
4.6,64.0,9.3,5.9,6.35,7.7,0.0,84
4.4,61.0,9.6,6.3,6.51,7.7,0.0,84
4.3,59.0,9.6,6.2,6.65,7.6,0.0,85
4.3,57.0,9.5,6.2,6.67,7.7,0.0,86
4.6,55.0,10.0,6.4,6.97,7.8,0.0,84
5.1,54.0,10.4,6.8,7.04,7.8,0.0,82
6.0,55.0,10.5,7.2,7.32,8.1,26.0,84
6.3,55.0,10.3,7.4,8.2,8.8,117.0,81
5.8,57.0,10.1,7.5,8.14,9.4,186.0,79
5.3,59.0,10.4,7.6,7.62,9.9,250.0,78
5.1,59.0,10.8,7.8,7.41,10.2,266.0,78
5.1,58.0,11.0,8.2,6.44,10.5,163.0,79
5.6,60.0,11.3,8.4,6.61,10.8,115.0,78
6.7,63.0,11.5,8.8,6.48,10.6,59.0,82
7.3,64.0,11.4,8.6,6.48,10.7,74.0,83
7.9,64.0,10.3,8.2,7.06,10.7,7.0,84
8.0,65.0,10.5,8.5,7.15,10.2,0.0,92
8.2,65.0,11.1,8.6,7.61,10.5,0.0,89
7.6,63.0,11.8,8.9,7.76,10.6,0.0,90
8.0,61.0,11.2,8.6,7.01,10.9,0.0,89
8.3,60.0,11.3,9.3,6.63,10.9,0.0,90
8.2,60.0,12.0,9.8,6.13,10.8,0.0,90
8.0,61.0,13.0,9.6,5.75,10.6,0.0,91
7.0,63.0,12.4,9.5,5.82,10.6,0.0,93
6.7,62.0,12.2,9.1,5.87,10.4,0.0,94
6.6,60.0,12.0,8.7,5.71,10.4,0.0,96
6.5,59.0,10.8,8.3,6.06,10.4,0.0,96
6.1,58.0,11.0,9.0,6.23,10.7,0.0,95
5.8,58.0,11.8,8.4,6.32,10.9,0.0,95
6.0,58.0,12.6,9.3,6.04,11.1,0.0,95
6.4,59.0,13.6,8.8,6.53,11.4,14.0,95
6.3,59.0,13.4,8.5,6.46,11.6,61.0,91
5.9,57.0,12.7,8.1,6.74,11.9,146.0,89
5.6,57.0,10.9,7.8,7.32,12.4,215.0,87
5.8,59.0,11.4,7.3,6.69,12.6,142.0,86
5.8,59.0,10.7,7.2,7.79,12.1,231.0,88
6.1,59.0,9.6,6.9,7.66,11.9,104.0,89
6.6,58.0,8.9,6.0,7.78,11.8,67.0,92
7.0,55.0,7.6,4.7,7.35,12.1,30.0,92
8.7,51.0,6.6,4.0,7.45,12.1,19.0,92
10.1,45.0,5.7,3.5,7.05,12.1,0.0,91
9.9,46.0,5.3,3.1,6.69,12.2,0.0,93
7.2,52.0,6.2,3.5,5.94,11.6,0.0,95
5.1,55.0,6.5,3.1,7.03,12.1,0.0,95
3.8,55.0,7.5,3.8,6.14,11.8,0.0,95
3.5,53.0,8.7,4.2,5.55,11.4,0.0,95
4.4,52.0,7.8,4.4,5.59,11.3,0.0,94
5.7,47.0,8.3,4.7,4.9,11.4,0.0,94
6.2,46.0,7.6,4.0,5.16,11.2,0.0,94
8.0,42.0,9.3,5.9,5.52,11.4,0.0,95
8.5,42.0,8.3,6.0,5.19,11.2,0.0,96
8.6,42.0,8.0,6.7,5.73,11.5,0.0,95
8.4,41.0,8.5,7.0,5.58,11.2,0.0,96
