NO2,O3,PM10,PM2.5,wind_speed,temperature,solar_radiation,humidity
8.2,41.0,9.7,8.5,5.3,11.0,0.0,95
8.1,42.0,9.6,8.4,5.38,11.4,14.0,95
7.7,41.0,10.0,7.9,5.64,11.9,76.0,93
7.8,42.0,10.3,7.3,6.61,12.4,143.0,89
7.9,44.0,8.5,6.2,6.77,12.9,192.0,86
8.0,45.0,7.4,5.6,6.34,13.3,208.0,82
6.7,46.0,5.9,4.0,4.56,13.9,189.0,83
4.4,54.0,7.4,2.6,4.51,14.1,212.0,80
3.9,59.0,7.4,2.9,4.57,13.9,179.0,77
5.0,61.0,7.7,3.2,4.42,13.2,113.0,79
5.5,62.0,8.4,3.3,4.21,12.0,29.0,83
6.0,56.0,7.6,3.6,3.86,11.2,0.0,87
6.6,53.0,8.6,3.9,3.37,10.6,0.0,91
7.2,51.0,8.9,4.2,3.12,10.1,0.0,93
7.1,50.0,9.7,4.4,3.04,9.5,0.0,94
7.5,49.0,10.8,4.6,2.9,8.9,0.0,95
7.4,47.0,11.3,4.8,2.91,8.5,0.0,96
6.3,45.0,11.5,4.9,2.26,8.1,0.0,96
6.9,43.0,10.6,4.7,2.2,7.9,0.0,96
7.1,38.0,12.1,4.5,2.07,7.9,0.0,96
7.4,39.0,12.8,4.4,1.85,8.1,0.0,97
7.8,39.0,12.5,4.3,2.62,8.4,0.0,96
7.6,40.0,10.9,4.0,3.11,8.8,0.0,97
7.3,50.0,10.2,3.4,4.01,9.2,0.0,95
8.2,48.0,9.9,4.7,4.99,9.9,0.0,94
8.3,53.0,9.5,5.5,5.91,10.2,15.0,95
7.2,53.0,10.5,6.9,6.88,10.4,46.0,94
5.6,54.0,12.6,8.0,7.4,10.9,62.0,93
9.0,48.0,13.8,10.4,8.41,11.2,35.0,93
9.9,45.0,13.4,9.5,9.5,11.6,36.0,93
8.5,47.0,12.8,7.6,8.95,11.9,87.0,94
9.1,49.0,12.2,5.7,8.96,11.8,30.0,97
7.0,50.0,9.6,5.2,8.84,11.9,23.0,95
7.5,49.0,8.9,4.0,8.92,11.6,31.0,97
9.4,44.0,7.1,4.1,8.5,11.6,3.0,97
9.2,41.0,5.6,3.6,7.88,11.8,0.0,97
10.2,40.0,4.9,3.3,6.39,12.3,0.0,97
10.4,40.0,4.6,3.3,4.39,12.2,0.0,97
11.2,39.0,4.3,3.5,3.51,11.9,0.0,96
12.2,38.0,3.9,3.6,3.93,11.7,0.0,95
13.5,35.0,4.0,3.7,5.6,11.8,0.0,92
14.5,36.0,4.4,3.7,5.34,10.9,0.0,94
14.0,45.0,5.1,3.6,4.47,11.1,0.0,91
9.8,49.0,5.6,3.0,5.7,11.1,0.0,88
7.0,50.0,6.8,2.7,6.23,10.8,0.0,87
5.5,57.0,7.6,2.7,6.19,10.6,0.0,88
5.1,53.0,7.0,3.1,5.32,10.1,0.0,91
5.9,49.0,5.0,3.6,5.56,10.1,0.0,90
6.7,42.0,6.5,4.2,6.82,10.4,0.0,87
8.4,38.0,7.0,4.6,7.87,11.1,12.0,85
8.5,45.0,7.3,4.7,7.44,11.4,52.0,85
6.4,49.0,6.7,3.9,7.29,11.8,133.0,84
5.5,48.0,7.0,3.3,6.97,12.1,239.0,79
4.5,48.0,5.9,2.4,7.39,11.9,282.0,78
3.9,56.0,6.4,2.6,6.47,11.9,162.0,78
3.6,57.0,7.8,2.9,4.34,12.1,114.0,80
5.0,54.0,7.4,3.3,5.45,11.8,174.0,81
6.0,52.0,7.2,3.3,5.76,11.3,68.0,86
6.9,52.0,5.2,3.4,5.64,10.4,19.0,88
4.6,51.0,6.5,2.8,7.42,10.4,0.0,88
3.5,59.0,7.0,2.9,6.64,9.9,0.0,84
2.9,62.0,7.7,2.7,7.58,10.1,0.0,78
2.3,64.0,6.3,2.5,8.46,10.1,0.0,79
1.9,66.0,5.9,2.4,8.41,10.1,0.0,82
1.9,68.0,6.7,2.3,8.7,10.0,0.0,82
2.1,65.0,8.0,2.5,8.03,9.6,0.0,86
2.5,60.0,9.8,3.1,8.4,9.4,0.0,89
2.5,56.0,8.8,3.1,7.81,9.2,0.0,88
2.7,57.0,8.4,3.1,7.84,9.2,0.0,87
3.1,57.0,8.7,3.0,7.99,9.2,0.0,86
3.5,57.0,8.5,3.3,7.87,9.1,0.0,85
3.9,56.0,7.8,3.3,7.87,8.8,0.0,86
4.4,57.0,7.6,3.6,7.97,9.1,0.0,88
4.5,58.0,7.6,3.6,8.25,9.4,9.0,85
4.2,57.0,6.7,3.5,8.35,9.6,45.0,83
3.9,55.0,5.9,3.3,9.06,9.6,108.0,80
3.9,55.0,5.2,3.1,8.35,9.1,37.0,90
4.2,54.0,4.0,2.5,7.82,9.7,61.0,87
4.3,52.0,3.2,2.0,8.05,9.8,106.0,86
4.4,51.0,3.0,1.7,5.51,10.6,92.0,87
4.6,49.0,3.0,2.0,4.34,11.3,121.0,84
5.0,47.0,3.1,2.2,3.53,10.9,94.0,85
5.8,46.0,3.3,2.3,3.4,9.5,16.0,96
5.2,46.0,3.8,2.3,2.95,9.6,0.0,95
4.9,51.0,7.7,2.6,5.22,9.9,0.0,94
3.5,58.0,10.3,3.3,5.98,9.4,0.0,94
3.0,61.0,11.2,3.3,5.84,9.2,0.0,93
2.3,62.0,11.0,3.4,5.5,8.8,0.0,93
1.9,62.0,10.8,3.3,5.29,8.4,0.0,93
1.6,61.0,11.1,3.3,5.38,8.6,0.0,91
1.6,61.0,10.4,3.3,5.6,8.1,0.0,89
1.5,61.0,9.3,3.1,5.35,8.1,0.0,88
1.5,62.0,9.1,2.8,5.64,8.1,0.0,86
1.5,62.0,9.2,2.5,5.74,8.3,0.0,84
1.5,62.0,7.6,2.4,5.58,8.6,0.0,83
1.5,62.0,7.4,2.3,5.76,8.7,0.0,83
1.9,60.0,6.8,2.2,5.79,9.0,0.0,84
2.7,56.0,6.0,2.2,5.0,8.8,3.0,87
3.7,52.0,5.7,2.3,3.34,8.8,21.0,88
4.9,47.0,6.1,2.9,0.74,9.2,57.0,87
3.8,46.0,6.1,3.1,2.56,9.6,98.0,86
3.3,47.0,5.9,3.5,3.31,9.7,64.0,85
3.7,50.0,6.1,3.4,3.48,9.6,94.0,84
4.2,46.0,6.4,4.0,3.26,9.5,44.0,86
5.0,46.0,5.2,3.2,4.1,9.5,50.0,89
5.2,40.0,3.6,2.7,4.82,9.5,62.0,90
4.5,42.0,4.0,2.4,4.49,8.6,16.0,91
4.5,43.0,4.7,3.0,4.3,8.0,0.0,93
4.9,44.0,5.4,4.3,4.18,7.6,0.0,94
5.4,46.0,6.4,5.1,3.82,6.9,0.0,94
5.0,48.0,6.3,5.0,3.45,6.4,0.0,94
4.7,44.0,6.4,4.0,3.18,6.2,0.0,94
3.5,50.0,7.0,3.8,3.41,6.3,0.0,95
2.5,57.0,8.7,3.7,4.0,6.8,0.0,95
2.0,62.0,9.2,3.8,5.11,7.6,0.0,94
1.8,62.0,9.3,3.8,5.07,7.7,0.0,93
1.9,63.0,8.8,3.8,4.73,7.1,0.0,94
1.9,62.0,8.8,3.7,4.57,6.8,0.0,94
2.0,62.0,8.9,3.6,4.33,6.8,0.0,94
2.3,63.0,8.4,3.7,4.22,6.6,0.0,94
3.1,61.0,8.1,3.8,5.09,6.3,0.0,93
4.9,58.0,7.8,3.9,5.03,6.4,8.0,90
5.7,58.0,8.0,3.9,4.67,6.9,60.0,90
4.7,61.0,8.0,3.8,5.36,7.8,73.0,86
3.8,64.0,7.3,3.3,4.65,8.5,118.0,85
3.1,64.0,6.5,2.9,6.25,9.4,200.0,79
2.9,63.0,6.7,2.8,5.64,9.6,192.0,75
2.7,63.0,6.8,2.8,5.28,9.8,161.0,75
3.2,62.0,6.0,2.6,5.16,9.9,165.0,75
5.4,60.0,5.2,2.5,4.33,9.3,92.0,78
6.7,55.0,5.5,2.8,3.85,8.3,16.0,81
6.5,51.0,5.7,3.0,3.85,7.4,0.0,86
6.8,46.0,5.6,3.4,3.9,7.2,0.0,92
6.7,40.0,5.7,3.7,3.68,7.1,0.0,93
6.6,36.0,5.9,4.1,4.07,7.1,0.0,94
6.8,34.0,6.5,4.1,4.12,7.1,0.0,94
6.7,37.0,6.4,4.0,4.05,6.9,0.0,94
5.4,39.0,5.4,4.3,4.4,6.7,0.0,95
4.9,40.0,5.7,3.6,5.09,7.6,0.0,92
4.7,43.0,7.0,3.1,5.74,7.8,0.0,91
2.3,58.0,8.2,3.3,6.16,7.7,0.0,89
1.7,64.0,8.4,3.7,5.75,7.3,0.0,87
1.8,65.0,12.1,3.5,5.86,7.2,0.0,86
2.2,67.0,12.3,3.8,5.5,6.8,0.0,84
3.0,65.0,10.3,3.9,5.09,6.1,0.0,86
5.0,64.0,10.0,3.7,4.57,6.1,10.0,85
4.5,66.0,10.6,3.6,4.32,6.7,62.0,83
4.0,67.0,9.5,3.2,3.36,7.3,132.0,84
3.0,72.0,9.6,3.2,3.82,8.2,208.0,80
2.7,74.0,9.6,3.0,3.94,7.9,120.0,84
3.2,71.0,7.2,3.0,3.84,8.9,57.0,78
3.7,65.0,7.4,2.9,3.86,8.7,167.0,78
4.7,63.0,6.9,2.9,3.97,8.1,63.0,81
5.9,62.0,6.4,2.9,4.05,7.8,29.0,83
6.3,60.0,6.1,3.0,3.79,7.4,4.0,88
6.2,58.0,5.1,3.2,3.26,7.1,0.0,92
6.9,60.0,3.8,3.0,3.29,6.3,0.0,95
6.4,57.0,3.4,2.8,2.93,6.1,0.0,96
7.6,51.0,3.9,2.9,2.7,6.5,0.0,97
7.6,51.0,5.6,2.9,2.33,6.2,0.0,97
5.3,60.0,7.0,2.9,2.3,5.6,0.0,97
3.4,60.0,6.9,3.1,2.01,5.7,0.0,96
3.1,62.0,8.0,3.4,0.66,6.7,0.0,95
4.3,59.0,7.6,3.4,1.46,7.3,0.0,95
4.5,56.0,7.6,3.2,2.9,7.2,0.0,96
4.4,52.0,8.1,3.4,3.24,7.1,0.0,98
4.8,49.0,7.4,3.6,3.44,7.2,0.0,97
5.1,47.0,7.5,3.5,3.8,7.6,0.0,96
5.5,43.0,7.8,3.5,4.79,8.4,0.0,94
7.6,48.0,7.3,3.3,5.46,8.2,8.0,93
6.9,57.0,8.1,3.8,5.25,8.8,64.0,92
4.4,59.0,9.0,3.3,4.08,9.8,139.0,88
4.3,58.0,9.5,3.7,3.79,10.7,191.0,85
4.5,61.0,10.4,4.0,4.41,10.9,187.0,80
4.3,60.0,10.2,4.6,4.47,9.9,171.0,89
4.8,68.0,8.9,4.2,5.44,10.3,60.0,90
5.4,63.0,6.7,3.8,4.77,9.9,51.0,96
6.9,61.0,5.1,3.4,4.75,9.9,15.0,95
10.1,54.0,4.2,3.3,4.32,9.8,2.0,96
11.0,50.0,3.7,3.5,3.37,9.6,0.0,97
9.4,48.0,4.5,4.3,2.86,9.9,0.0,97
10.1,50.0,4.8,3.3,2.33,9.4,0.0,97
8.8,53.0,4.1,3.2,2.25,9.2,0.0,97
6.5,55.0,4.2,2.9,2.99,9.1,0.0,96
6.0,55.0,4.3,2.8,3.54,9.4,0.0,97
6.2,53.0,4.3,2.9,3.42,9.6,0.0,97
6.9,47.0,4.4,3.3,2.81,9.5,0.0,96
8.0,50.0,4.4,3.4,2.57,9.6,0.0,97
7.7,47.0,5.4,4.4,3.11,9.8,0.0,97
9.7,45.0,5.4,5.0,3.69,9.6,0.0,97
8.6,44.0,5.4,5.2,2.13,9.3,0.0,97
9.9,39.0,3.5,3.3,1.85,9.2,0.0,98
10.7,39.0,3.6,3.2,2.4,8.8,0.0,95
9.4,49.0,2.4,1.7,3.78,8.5,1.0,96
6.3,42.0,2.6,1.5,3.96,8.6,18.0,97
6.2,38.0,2.6,1.7,5.38,8.9,41.0,92
5.8,47.0,3.1,2.8,5.17,9.1,119.0,90
5.0,56.0,3.3,2.6,6.37,9.6,168.0,86
4.2,58.0,2.8,1.3,6.39,9.9,225.0,79
3.2,64.0,3.5,1.4,6.42,10.1,245.0,76
3.7,66.0,3.2,1.7,5.55,9.6,160.0,75
4.8,62.0,3.6,2.0,5.12,9.1,85.0,78
6.0,62.0,3.9,2.3,4.99,8.2,12.0,82
6.7,56.0,4.4,2.6,4.43,7.4,0.0,85
7.3,53.0,5.1,3.1,4.39,6.9,0.0,91
6.8,49.0,5.7,3.7,4.01,6.4,0.0,92
6.7,46.0,6.5,4.4,3.53,5.9,0.0,93
6.9,43.0,6.0,4.9,3.04,5.7,0.0,93
7.3,43.0,6.7,5.5,2.14,5.4,0.0,93
7.5,43.0,7.5,5.7,2.0,4.8,0.0,94
7.4,41.0,7.6,5.9,2.04,4.7,0.0,94
7.2,41.0,7.0,4.9,2.12,4.4,0.0,94
6.7,42.0,6.9,5.0,2.31,4.3,0.0,93
6.4,43.0,7.0,4.2,2.02,4.1,0.0,93
8.6,42.0,6.6,4.0,1.44,3.0,0.0,95
9.5,37.0,6.8,4.0,1.43,2.3,0.0,96
15.2,30.0,6.9,4.5,1.13,3.0,0.0,97
15.9,27.0,7.3,5.3,1.2,3.5,6.0,96
14.1,35.0,8.1,5.6,2.01,6.1,54.0,91
9.0,38.0,7.1,4.5,2.83,8.4,105.0,92
5.8,53.0,7.0,3.7,3.58,9.7,166.0,91
6.1,51.0,8.2,4.5,4.41,10.1,214.0,89
7.5,55.0,9.7,6.8,3.59,10.6,239.0,84
7.1,56.0,10.5,6.9,4.0,10.6,229.0,83
7.5,55.0,11.0,7.5,4.13,10.2,154.0,87
9.3,52.0,11.4,7.3,4.52,9.8,73.0,89
11.1,51.0,11.8,7.9,4.88,9.2,9.0,91
12.0,51.0,12.8,8.7,5.3,9.2,0.0,91
9.5,47.0,14.8,10.5,5.64,9.2,0.0,90
10.5,44.0,15.6,11.7,5.47,9.1,0.0,89
9.8,43.0,14.9,10.9,5.24,9.2,0.0,90
9.7,45.0,14.8,10.6,4.87,9.4,0.0,89
9.1,47.0,14.0,10.3,4.94,9.4,0.0,87
8.7,47.0,14.3,10.2,5.34,9.4,0.0,88
8.3,46.0,13.6,9.7,4.87,9.1,0.0,89
8.4,45.0,13.5,10.1,4.25,8.8,0.0,91
8.2,44.0,14.2,10.6,4.41,8.7,0.0,92
8.3,43.0,15.2,11.5,4.68,9.1,0.0,91
8.5,42.0,16.2,12.6,4.64,8.6,0.0,92
8.3,41.0,16.5,13.0,4.65,8.2,0.0,93
8.0,40.0,16.6,12.7,5.03,8.4,0.0,93
8.0,39.0,17.1,12.2,5.42,8.8,6.0,94
8.0,40.0,16.7,12.3,5.59,9.4,75.0,93
8.4,40.0,15.5,11.7,5.55,10.1,118.0,91
9.0,42.0,14.0,10.0,5.66,10.6,187.0,90
8.7,45.0,12.6,8.9,5.52,10.8,155.0,89
9.0,49.0,11.9,10.1,5.19,11.0,134.0,90
7.9,48.0,11.0,8.2,6.18,11.1,66.0,89
8.5,46.0,10.1,8.5,5.99,11.3,48.0,88
9.0,44.0,9.7,8.3,6.03,11.2,22.0,90
9.0,45.0,7.7,6.0,5.15,10.9,2.0,95
9.7,44.0,6.6,4.5,5.99,11.2,0.0,96
7.1,46.0,6.7,4.0,4.95,11.3,0.0,95
7.7,46.0,4.2,4.2,4.65,10.9,0.0,93
6.3,46.0,4.2,3.7,4.77,10.3,0.0,94
5.3,55.0,4.5,3.0,4.97,10.1,0.0,95
5.1,55.0,5.6,3.0,5.01,9.9,0.0,95
5.0,52.0,8.4,3.6,4.9,9.6,0.0,95
5.1,54.0,10.4,4.2,4.17,9.9,0.0,95
4.9,55.0,10.1,4.2,3.99,9.4,0.0,96
4.7,54.0,9.9,4.5,4.38,9.1,0.0,97
4.6,53.0,10.4,4.7,4.25,8.8,0.0,97
4.9,51.0,11.6,4.9,4.36,8.6,0.0,98
5.7,47.0,12.2,5.4,4.99,8.8,0.0,97
6.3,47.0,12.4,5.5,4.87,9.6,0.0,96
6.1,48.0,11.5,6.7,5.43,9.8,3.0,96
6.0,50.0,11.0,7.6,6.32,10.2,45.0,94
5.6,49.0,8.6,6.4,6.05,10.5,80.0,92
5.6,48.0,6.5,4.9,5.67,10.8,141.0,90
5.8,48.0,7.1,4.0,5.04,11.4,181.0,84
5.2,52.0,6.6,3.7,4.6,11.6,228.0,77
3.8,56.0,6.4,3.2,4.43,11.8,224.0,74
4.6,55.0,6.8,3.4,3.67,11.6,147.0,74
5.1,53.0,7.7,3.9,3.76,10.6,61.0,79
5.4,50.0,8.8,4.4,3.68,9.7,6.0,83
6.1,49.0,10.4,4.9,3.18,8.9,0.0,86
6.6,47.0,11.2,5.4,3.38,8.4,0.0,91
6.9,45.0,11.6,5.9,3.35,8.1,0.0,92
7.4,43.0,11.4,6.1,3.65,7.8,0.0,92
7.6,46.0,11.7,6.3,4.05,7.8,0.0,94
8.7,44.0,12.7,6.6,4.37,7.8,0.0,94
9.9,42.0,11.4,7.6,3.98,7.7,0.0,94
8.9,43.0,13.5,9.6,3.11,7.1,0.0,94
7.5,39.0,13.7,9.7,2.95,6.8,0.0,95
8.1,35.0,13.3,10.0,2.78,6.8,0.0,95
7.9,34.0,11.4,9.6,3.36,7.3,0.0,95
6.9,33.0,11.2,9.8,3.52,7.3,0.0,96
6.7,34.0,10.1,8.5,3.48,7.1,0.0,96
7.6,41.0,7.9,4.7,3.74,7.1,0.0,96
8.2,48.0,8.4,3.2,3.85,6.8,4.0,96
7.0,47.0,9.3,3.5,3.91,7.4,64.0,95
5.5,59.0,8.1,4.0,3.76,8.6,157.0,92
4.8,55.0,8.5,4.0,4.14,9.8,225.0,87
4.2,57.0,8.4,3.8,4.18,10.2,189.0,82
4.1,59.0,8.1,4.3,4.51,10.8,166.0,79
4.5,65.0,8.6,4.0,4.61,10.8,117.0,82
5.6,62.0,8.1,4.1,5.59,10.2,37.0,85
8.3,58.0,6.8,4.2,6.89,9.7,11.0,92
9.6,59.0,5.4,3.7,8.44,9.7,1.0,93
9.4,58.0,6.0,3.7,7.78,9.7,0.0,93
9.7,56.0,5.4,4.0,7.37,9.9,0.0,94
10.1,54.0,7.3,4.8,6.65,10.8,0.0,94
8.6,60.0,8.0,4.7,6.52,11.4,0.0,95
5.7,64.0,9.0,4.6,6.45,11.8,0.0,95
4.4,63.0,10.0,4.8,6.52,12.1,0.0,97
4.2,63.0,11.6,5.4,6.3,12.6,0.0,96
4.0,62.0,10.7,4.7,6.45,12.6,0.0,96
3.5,63.0,9.5,4.9,6.64,12.8,0.0,96
3.2,63.0,10.6,5.5,6.91,12.7,0.0,95
3.2,64.0,11.2,5.5,7.22,12.8,0.0,94
3.2,67.0,10.2,5.0,7.22,12.8,0.0,93
3.2,66.0,9.6,4.9,7.69,12.7,0.0,93
3.9,62.0,12.8,5.5,7.01,12.6,0.0,95
5.4,62.0,14.8,5.9,6.72,12.9,1.0,93
5.8,63.0,13.6,6.0,6.89,13.3,22.0,92
5.5,61.0,13.8,6.3,6.86,13.7,55.0,89
5.5,59.0,13.5,5.7,6.62,14.1,72.0,87
5.6,60.0,13.1,4.9,6.47,14.2,67.0,87
6.4,60.0,13.1,5.0,6.23,13.7,68.0,89
6.7,58.0,13.3,5.6,6.42,13.8,59.0,88
6.8,58.0,13.3,6.3,6.34,13.6,38.0,88
7.0,57.0,13.1,6.3,6.36,13.4,20.0,87
9.2,54.0,12.5,6.6,6.56,13.2,1.0,86
11.2,55.0,12.2,7.2,6.23,13.0,0.0,84
9.7,55.0,11.3,7.8,5.62,12.6,0.0,85
7.3,55.0,11.5,8.4,5.45,12.1,0.0,86
6.1,60.0,10.7,6.8,5.28,11.6,0.0,88
5.3,60.0,11.1,8.6,5.0,11.2,0.0,90
5.2,59.0,11.3,9.8,5.05,11.6,0.0,86
5.7,53.0,12.3,10.1,5.22,11.6,0.0,85
8.7,43.0,15.7,10.7,4.84,11.8,0.0,85
10.0,43.0,16.3,11.6,4.97,11.6,0.0,84
9.3,45.0,15.0,11.2,5.12,11.4,0.0,83
8.5,47.0,13.8,10.5,5.38,11.2,0.0,84
8.5,47.0,12.4,8.9,4.98,11.2,0.0,83
7.7,44.0,12.0,8.7,4.8,11.1,0.0,83
8.4,43.0,12.1,9.0,4.6,10.6,0.0,87
9.8,39.0,12.6,9.2,3.96,10.7,1.0,86
11.0,40.0,11.6,8.9,4.07,11.1,22.0,83
10.9,40.0,12.9,9.3,4.46,11.9,50.0,80
10.8,41.0,13.6,9.8,3.98,12.8,139.0,79
9.9,44.0,13.8,9.8,4.45,13.2,129.0,78
9.9,46.0,12.9,8.8,4.19,13.6,175.0,78
10.5,47.0,12.5,8.3,4.22,13.6,171.0,78
10.6,47.0,12.2,7.9,4.66,13.5,91.0,78
12.5,45.0,11.8,7.4,3.9,12.9,54.0,80
13.8,43.0,11.8,7.5,3.65,12.1,4.0,83
14.9,40.0,11.9,7.8,3.58,11.5,0.0,85
15.8,38.0,11.9,8.3,3.29,11.1,0.0,87
14.9,37.0,11.9,8.9,3.02,11.4,0.0,86
14.6,35.0,12.3,9.5,3.39,11.1,0.0,87
14.4,35.0,12.9,10.1,3.45,11.3,0.0,84
13.8,36.0,13.7,10.8,3.04,11.2,0.0,84
13.9,34.0,14.4,11.3,2.86,11.4,0.0,84
13.4,33.0,15.5,12.7,2.57,11.4,0.0,86
13.3,33.0,16.7,13.4,2.45,11.4,0.0,87
13.3,31.0,17.3,13.8,2.73,11.4,0.0,87
13.4,28.0,18.0,14.0,2.72,11.4,0.0,86
13.0,27.0,18.5,13.7,2.93,10.6,0.0,88
13.4,24.0,17.2,13.6,3.0,10.1,0.0,89
17.8,18.0,19.5,14.6,2.69,10.1,0.0,92
20.5,17.0,21.0,13.9,3.0,9.9,2.0,93
16.1,21.0,22.0,14.5,2.97,10.3,55.0,92
13.3,25.0,18.5,14.7,2.28,11.1,126.0,90
10.7,36.0,16.4,14.0,2.67,11.8,183.0,85
10.4,40.0,15.8,12.6,2.91,12.4,257.0,79
10.6,43.0,14.0,11.9,2.28,13.3,261.0,73
11.9,45.0,13.4,11.2,2.26,13.1,223.0,74
14.1,46.0,12.5,10.4,2.56,12.3,152.0,79
17.7,41.0,11.8,9.5,2.77,11.1,62.0,83
21.7,34.0,11.7,8.5,3.54,10.6,3.0,86
22.0,28.0,12.0,8.7,3.63,10.5,0.0,86
20.7,29.0,12.1,9.2,3.82,10.3,0.0,88
20.2,37.0,12.4,10.0,3.84,9.9,0.0,89
18.7,31.0,14.5,11.1,3.62,9.4,0.0,90
17.5,33.0,14.4,12.9,3.5,9.3,0.0,90
16.2,32.0,15.3,12.4,3.51,9.2,0.0,90
15.0,38.0,14.4,11.7,3.4,9.1,0.0,89
9.2,46.0,13.1,8.7,3.31,8.8,0.0,92
9.5,41.0,12.8,9.0,3.1,8.4,0.0,93
10.5,41.0,13.6,9.3,3.15,8.1,0.0,93
11.3,39.0,15.5,10.4,3.16,7.9,0.0,93
11.7,36.0,16.1,12.0,3.51,7.9,0.0,94
11.4,34.0,16.3,13.3,3.65,7.8,0.0,94
11.8,32.0,16.7,13.6,3.89,7.5,0.0,94
13.5,30.0,17.2,14.1,3.69,7.3,1.0,94
13.3,31.0,17.2,13.8,4.05,8.1,46.0,95
10.3,35.0,17.0,13.8,4.27,9.1,128.0,91
9.5,39.0,17.2,14.1,3.73,9.4,178.0,88
9.3,42.0,17.8,14.4,2.81,9.5,212.0,85
9.8,44.0,18.2,14.6,2.2,9.2,221.0,86
9.5,47.0,18.6,15.0,1.6,9.2,142.0,86
10.5,43.0,18.6,15.3,1.33,9.4,118.0,85
11.5,39.0,18.5,15.3,1.69,8.6,52.0,89
14.0,35.0,18.6,16.7,2.04,7.6,2.0,92
15.9,30.0,19.4,17.5,1.89,7.2,0.0,92
16.8,27.0,20.1,18.1,1.65,7.5,0.0,93
16.7,24.0,21.5,19.2,1.72,7.6,0.0,94
18.7,15.0,23.4,19.8,1.84,7.3,0.0,96
19.4,10.0,23.5,20.1,1.63,6.9,0.0,97
21.8,9.0,28.9,26.6,1.21,6.3,0.0,99
22.6,8.0,30.9,29.3,0.83,6.6,0.0,98
22.6,6.0,28.9,26.1,0.9,6.1,0.0,98
20.5,11.0,31.3,29.7,0.76,6.6,0.0,97
20.7,10.0,30.8,29.1,0.45,6.8,0.0,96
19.3,10.0,30.0,28.7,0.57,7.1,0.0,96
20.5,9.0,29.0,26.6,0.65,7.3,0.0,96
20.3,10.0,30.1,26.7,0.7,7.6,0.0,95
18.6,12.0,28.9,25.8,1.0,8.0,0.0,94
17.4,14.0,27.7,25.5,0.85,8.1,0.0,93
17.3,16.0,29.1,26.2,0.87,8.6,15.0,92
14.0,17.0,28.0,25.6,1.1,9.1,57.0,91
13.9,20.0,25.3,23.3,2.08,9.6,91.0,87
14.0,24.0,23.0,20.7,2.18,9.6,88.0,86
12.8,29.0,20.7,19.0,1.83,9.1,80.0,87
12.0,33.0,19.9,18.6,1.55,8.9,58.0,86
12.2,34.0,20.1,18.5,1.47,8.8,44.0,86
12.3,31.0,20.5,18.8,1.78,8.4,18.0,88
12.7,31.0,20.2,18.8,1.83,8.0,1.0,90
12.5,33.0,20.5,19.1,1.82,7.8,0.0,90
11.0,40.0,21.7,19.0,1.89,7.8,0.0,91
10.1,44.0,21.9,17.9,1.67,7.8,0.0,91
9.2,46.0,20.7,16.9,1.95,7.6,0.0,90
8.2,50.0,18.9,15.9,1.91,7.4,0.0,90
8.7,49.0,17.9,15.7,1.68,7.2,0.0,90
9.2,47.0,18.0,15.8,1.57,7.0,0.0,90
9.0,53.0,17.5,15.4,1.6,6.8,0.0,90
9.5,50.0,17.2,15.3,1.45,6.7,0.0,90
9.8,50.0,17.4,15.2,1.36,6.7,0.0,90
9.9,51.0,18.0,15.4,1.2,6.6,0.0,91
10.1,53.0,18.9,16.1,1.14,6.4,0.0,93
10.8,51.0,19.3,16.4,0.94,6.3,0.0,94
12.1,48.0,19.7,16.8,0.65,6.4,0.0,94
14.5,50.0,20.2,17.1,0.5,6.6,0.0,91
14.5,39.0,20.2,17.2,0.79,6.9,18.0,85
12.3,46.0,20.9,17.2,0.92,7.1,50.0,83
10.3,49.0,19.4,16.9,0.9,7.4,87.0,81
9.5,51.0,18.8,15.4,0.81,7.8,104.0,80
8.0,59.0,18.6,15.0,0.15,7.4,89.0,81
6.9,58.0,16.7,14.6,0.47,7.4,53.0,82
7.3,59.0,16.0,14.3,0.79,7.4,39.0,83
9.9,60.0,16.8,14.5,0.54,7.2,14.0,86
12.8,54.0,17.3,14.5,0.9,7.1,1.0,88
14.0,50.0,17.8,15.4,1.29,7.0,0.0,89
13.8,48.0,19.0,15.7,1.06,6.9,0.0,89
15.2,42.0,20.3,16.3,0.71,6.8,0.0,90
15.5,34.0,21.9,18.8,0.67,6.7,0.0,90
16.3,30.0,23.2,20.3,0.81,6.7,0.0,89
18.3,27.0,23.0,21.5,0.63,5.9,0.0,93
18.9,28.0,23.0,21.0,0.67,4.8,0.0,95
15.6,31.0,22.2,20.6,0.59,5.2,0.0,98
15.0,31.0,22.4,20.5,0.67,5.2,0.0,97
14.4,30.0,22.4,19.7,0.35,5.0,0.0,98
15.4,30.0,22.2,18.9,1.06,5.0,0.0,97
16.2,30.0,22.0,18.9,0.43,5.1,0.0,96
17.3,31.0,21.9,19.6,1.66,5.4,0.0,91
21.4,30.0,21.0,19.8,2.21,5.9,0.0,88
29.3,24.0,22.6,20.4,1.63,5.8,0.0,89
31.3,18.0,25.1,21.2,1.39,6.1,23.0,90
25.0,22.0,22.5,19.8,0.61,6.8,63.0,90
14.6,32.0,18.5,16.7,0.89,7.9,139.0,87
9.8,44.0,16.1,14.2,1.8,8.7,205.0,83
7.6,52.0,14.4,11.3,2.8,8.9,189.0,84
6.5,60.0,12.6,10.7,2.7,8.8,153.0,86
6.0,61.0,12.3,10.8,2.66,8.4,117.0,87
